69a71519-35ec-4bf9-b25d-b36f0e115b76,1,331,75
eeab22d8-b24f-4a9a-ae69-7adf299ea453,1,493,84
40b01980-587d-4ab0-bae5-a9ab5c8827a3,1,632,90
9a0ceb17-973b-4bbe-8eae-4012aecf0540,1,548,87
dd490906-a2a0-4bdd-a0d1-11416d6125a6,1,496,87
4d6b8255-c582-4db4-ad1e-e1f92ceb9f60,1,563,90
b9832db2-06df-475b-b566-115be68a6bcc,1,551,93
65d28f61-766f-442b-a4b2-88eff062dfa9,1,693,100
fbc5caa4-9c70-43f4-8fa0-74634445687e,1,714,110
9b9d0669-a671-4c30-94db-c3d1cdd9ca3e,1,720,100
1c0e6884-f7c4-4679-8a16-ad3b458996a5,1,826,111
9f9f8159-3c52-424e-83b7-2266ce7e9544,1,892,110
47702acc-5b61-4dbd-a476-d7e23de5a754,1,980,124
69a71519-35ec-4bf9-b25d-b36f0e115b76,2,382,72
15de6a66-ce67-4fa3-a78a-21caf92a45ce,1,1215,149
9a0ceb17-973b-4bbe-8eae-4012aecf0540,2,463,73
dd490906-a2a0-4bdd-a0d1-11416d6125a6,2,454,77
1c0e6884-f7c4-4679-8a16-ad3b458996a5,2,524,79
b9832db2-06df-475b-b566-115be68a6bcc,2,488,86
eeab22d8-b24f-4a9a-ae69-7adf299ea453,2,625,95
9b9d0669-a671-4c30-94db-c3d1cdd9ca3e,2,430,87
9f9f8159-3c52-424e-83b7-2266ce7e9544,2,597,89
47702acc-5b61-4dbd-a476-d7e23de5a754,2,498,80
40b01980-587d-4ab0-bae5-a9ab5c8827a3,2,845,112
fbc5caa4-9c70-43f4-8fa0-74634445687e,2,763,109
4d6b8255-c582-4db4-ad1e-e1f92ceb9f60,2,838,117
65d28f61-766f-442b-a4b2-88eff062dfa9,2,798,107
69a71519-35ec-4bf9-b25d-b36f0e115b76,3,634,94
eeab22d8-b24f-4a9a-ae69-7adf299ea453,3,452,83
15de6a66-ce67-4fa3-a78a-21caf92a45ce,2,808,114
47702acc-5b61-4dbd-a476-d7e23de5a754,3,444,81
dd490906-a2a0-4bdd-a0d1-11416d6125a6,3,728,112
1c0e6884-f7c4-4679-8a16-ad3b458996a5,3,642,97
9a0ceb17-973b-4bbe-8eae-4012aecf0540,3,776,110
b9832db2-06df-475b-b566-115be68a6bcc,3,667,100
65d28f61-766f-442b-a4b2-88eff062dfa9,3,543,80
4d6b8255-c582-4db4-ad1e-e1f92ceb9f60,3,663,95
40b01980-587d-4ab0-bae5-a9ab5c8827a3,3,917,113
fbc5caa4-9c70-43f4-8fa0-74634445687e,3,749,109
9f9f8159-3c52-424e-83b7-2266ce7e9544,3,1068,127
69a71519-35ec-4bf9-b25d-b36f0e115b76,4,498,86
9b9d0669-a671-4c30-94db-c3d1cdd9ca3e,3,1037,131
dd490906-a2a0-4bdd-a0d1-11416d6125a6,4,554,83
b9832db2-06df-475b-b566-115be68a6bcc,4,472,82
eeab22d8-b24f-4a9a-ae69-7adf299ea453,4,483,94
9a0ceb17-973b-4bbe-8eae-4012aecf0540,4,393,83
15de6a66-ce67-4fa3-a78a-21caf92a45ce,3,581,94
47702acc-5b61-4dbd-a476-d7e23de5a754,4,491,91
1c0e6884-f7c4-4679-8a16-ad3b458996a5,4,654,97
4d6b8255-c582-4db4-ad1e-e1f92ceb9f60,4,629,95
65d28f61-766f-442b-a4b2-88eff062dfa9,4,702,102
fbc5caa4-9c70-43f4-8fa0-74634445687e,4,593,85
9f9f8159-3c52-424e-83b7-2266ce7e9544,4,463,88
69a71519-35ec-4bf9-b25d-b36f0e115b76,5,585,92
40b01980-587d-4ab0-bae5-a9ab5c8827a3,4,704,99
