8f330c5d-9534-4dce-be95-a94f6209739a,1,524,86
e41f4c90-918c-4af8-9749-214e0e802ff0,1,547,83
e9a68235-5288-41fe-b69d-c587db4494bd,1,855,111
5b0f591f-c66f-4e12-8928-40c69bcbc0c2,1,325,60
8cdcaa6e-00d9-4b08-9808-278e8f0ca13c,1,293,67
96362064-a1b8-4b89-b85d-ba0f24f754f9,1,266,69
54896d62-0775-47f2-97b2-265b37885a43,1,346,71
f263c87a-ed9b-496f-afa8-cad2b493efdd,1,575,80
75877e7d-ac9d-44d7-9282-ec2488f05afd,1,452,88
0bb8c16b-778e-4cd2-8df9-d779932be4a2,1,515,92
24839c7f-1e4c-48e8-a0a0-e05d1b613e02,1,564,94
19e8bf63-5ca2-4c19-ac70-b1c58ffdf62d,1,806,101
768c1a20-cedb-419c-9682-0f31cd0f9edd,1,851,104
cbab1090-5e6f-4f7e-9cad-c488bfb191d2,1,842,107
96362064-a1b8-4b89-b85d-ba0f24f754f9,2,519,76
5b0f591f-c66f-4e12-8928-40c69bcbc0c2,2,366,86
54896d62-0775-47f2-97b2-265b37885a43,2,396,78
24839c7f-1e4c-48e8-a0a0-e05d1b613e02,2,345,71
8cdcaa6e-00d9-4b08-9808-278e8f0ca13c,2,715,100
75877e7d-ac9d-44d7-9282-ec2488f05afd,2,531,87
f263c87a-ed9b-496f-afa8-cad2b493efdd,2,659,104
768c1a20-cedb-419c-9682-0f31cd0f9edd,2,780,93
cbab1090-5e6f-4f7e-9cad-c488bfb191d2,2,718,103
5b0f591f-c66f-4e12-8928-40c69bcbc0c2,3,421,78
96362064-a1b8-4b89-b85d-ba0f24f754f9,3,453,84
54896d62-0775-47f2-97b2-265b37885a43,3,578,87
19e8bf63-5ca2-4c19-ac70-b1c58ffdf62d,2,973,136
24839c7f-1e4c-48e8-a0a0-e05d1b613e02,3,608,82
8cdcaa6e-00d9-4b08-9808-278e8f0ca13c,3,417,79
75877e7d-ac9d-44d7-9282-ec2488f05afd,3,531,91
cbab1090-5e6f-4f7e-9cad-c488bfb191d2,3,372,75
f263c87a-ed9b-496f-afa8-cad2b493efdd,3,736,104
768c1a20-cedb-419c-9682-0f31cd0f9edd,3,661,105
19e8bf63-5ca2-4c19-ac70-b1c58ffdf62d,3,307,75
54896d62-0775-47f2-97b2-265b37885a43,4,450,83
96362064-a1b8-4b89-b85d-ba0f24f754f9,4,788,98
24839c7f-1e4c-48e8-a0a0-e05d1b613e02,4,529,86
8cdcaa6e-00d9-4b08-9808-278e8f0ca13c,4,518,95
75877e7d-ac9d-44d7-9282-ec2488f05afd,4,562,82
f263c87a-ed9b-496f-afa8-cad2b493efdd,4,289,63
5b0f591f-c66f-4e12-8928-40c69bcbc0c2,4,1325,159
768c1a20-cedb-419c-9682-0f31cd0f9edd,4,631,97
cbab1090-5e6f-4f7e-9cad-c488bfb191d2,4,906,115
54896d62-0775-47f2-97b2-265b37885a43,5,606,87
19e8bf63-5ca2-4c19-ac70-b1c58ffdf62d,4,487,94
24839c7f-1e4c-48e8-a0a0-e05d1b613e02,5,587,89
96362064-a1b8-4b89-b85d-ba0f24f754f9,5,766,106
8cdcaa6e-00d9-4b08-9808-278e8f0ca13c,5,541,98
f263c87a-ed9b-496f-afa8-cad2b493efdd,5,536,90
75877e7d-ac9d-44d7-9282-ec2488f05afd,5,829,111
cbab1090-5e6f-4f7e-9cad-c488bfb191d2,5,270,71
5b0f591f-c66f-4e12-8928-40c69bcbc0c2,5,588,87
768c1a20-cedb-419c-9682-0f31cd0f9edd,5,547,89
54896d62-0775-47f2-97b2-265b37885a43,6,622,94
24839c7f-1e4c-48e8-a0a0-e05d1b613e02,6,634,85
8cdcaa6e-00d9-4b08-9808-278e8f0ca13c,6,436,77
19e8bf63-5ca2-4c19-ac70-b1c58ffdf62d,5,766,111
96362064-a1b8-4b89-b85d-ba0f24f754f9,6,552,87
f263c87a-ed9b-496f-afa8-cad2b493efdd,6,566,84
75877e7d-ac9d-44d7-9282-ec2488f05afd,6,470,83
768c1a20-cedb-419c-9682-0f31cd0f9edd,6,468,78
5b0f591f-c66f-4e12-8928-40c69bcbc0c2,6,543,87
cbab1090-5e6f-4f7e-9cad-c488bfb191d2,6,537,91
24839c7f-1e4c-48e8-a0a0-e05d1b613e02,7,563,88
54896d62-0775-47f2-97b2-265b37885a43,7,691,101
96362064-a1b8-4b89-b85d-ba0f24f754f9,7,483,87
8cdcaa6e-00d9-4b08-9808-278e8f0ca13c,7,542,97
19e8bf63-5ca2-4c19-ac70-b1c58ffdf62d,6,923,115
f263c87a-ed9b-496f-afa8-cad2b493efdd,7,683,110
75877e7d-ac9d-44d7-9282-ec2488f05afd,7,585,91
5b0f591f-c66f-4e12-8928-40c69bcbc0c2,7,447,80
cbab1090-5e6f-4f7e-9cad-c488bfb191d2,7,501,82
768c1a20-cedb-419c-9682-0f31cd0f9edd,7,670,94
24839c7f-1e4c-48e8-a0a0-e05d1b613e02,8,558,86
54896d62-0775-47f2-97b2-265b37885a43,8,392,84
96362064-a1b8-4b89-b85d-ba0f24f754f9,8,592,87
8cdcaa6e-00d9-4b08-9808-278e8f0ca13c,8,639,85
768c1a20-cedb-419c-9682-0f31cd0f9edd,8,502,84
24839c7f-1e4c-48e8-a0a0-e05d1b613e02,9,242,54
19e8bf63-5ca2-4c19-ac70-b1c58ffdf62d,7,444,83
cbab1090-5e6f-4f7e-9cad-c488bfb191d2,8,316,78
75877e7d-ac9d-44d7-9282-ec2488f05afd,8,637,89
f263c87a-ed9b-496f-afa8-cad2b493efdd,8,551,100
5b0f591f-c66f-4e12-8928-40c69bcbc0c2,8,917,123
